image_id,caption
103633,"poster for the sudalha event on september 28, featuring a variety of activities, including performances and djs."
103634,"the image shows a box titled "" munchkin cthulhu "" featuring cartoonish characters like steve jackson and others, set against a computer background."
103635,"a busy street scene at dusk features a white car passing on the road, illuminated by streetlights and buildings."
103636,"a computer monitor displays a presentation on nadexo session under budget, featuring colorful notes and a schedule of activities."
103637,"a group of men in black shirts poses for a team photo, with a scoreboard displaying "" 2 - 0 "" behind them."
103638,"two women players in volleyball uniforms celebrate a goal, while a third player watches closely, with a volleyball in hand."
103639,a sleek black computer mouse sits beside a blurred laptop keyboard on a wooden desk.
103640,two waste containers are shown : a green virido trash bin and a blue stanley trash can. the bin contains trash.
103641,a baseball player in a white uniform throws the ball while standing on a catcher ' s gear on the field.
103642,"the image features four energy drink cans, including polar blast, pomegranate, and blueberry flavors, all labeled "" 100 % sugar free. """
103643,"the image depicts a drawing on a whiteboard showing two glasses and a caption that reads, "" you ' re only somewhere. """
103644,"the image features a poster displaying "" kansas city "" with images of cityscapes and landmarks, including a statue and modern buildings."
103645,"a computer monitor displaying a colorful interface with various app tiles, accompanied by a keyboard and monitor stand."
103646,"a red bus with a yellow advertisement is parked near a building, surrounded by trees and a clear street."
103647,"a billboard promoting "" don ' t live with lazing! "" featuring a woman in a red top, set against a blue sky."
103648,"a person holds an book titled "" adam warock : gifted student, "" featuring a graphic design with a boy in a room."
103649,"three young men stand together, two wearing sports uniforms and medals, celebrating a competition."
103650,"a busy street scene featuring a red double - decker bus among yellow taxis, with a crowd of pedestrians nearby."
103651,the image shows a cash register displaying a payment amount of 17. 12 dollars for a customer.
103652,"a vintage aircraft is displayed indoors, showcasing a sleek design with a prominent jet engine and vibrant red accents."
103653,"a silver watch with a white face and black strap rests on a printed document, displaying time and date."
103654,"an open book showcasing typography with a hand holding one open book, displaying text and numbers in vibrant colors."
103655,"the image is a cd cover for "" the heart of saturday night "" by richard thompson, featuring vibrant neon lights and various artist names."
103656,"a one - cent coin featuring "" united states of america "" with a laurel wreath design and "" one cent "" inscribed."
103657,"a baseball player in a uniform stands at home plate, ready to bat, while a catcher prepares to receive. fans are visible in the background."
103658,"the image features a close - up view of an airplane ' s fuselage and tail, with visible engine exhaust and tail markings."
103659,"the image features several books and a magazine titled "" the swamper door "" by w. b. naipauranski, showcasing diverse genres."
103660,"a football player in a red jersey celebrates, while another player kneels in the background, with a score of 0."
103661,"a book cover featuring bold, orange text on a black background, with "" the hard thing about hard things "" prominently displayed."
103662,"a "" wheel drive "" traffic sign indicates the road is not working, with rocky terrain in the background."
103663,"the image shows a sony television displaying a sports program selection menu, featuring player names and scores."
103664,"the image features the book "" mystery magic and medicine "" by howard w. haggard, marked as a "" mystery magic and medicine. """
103665,"the image is a historical poster featuring a soldier lying on the ground, with text in german promoting the war."
103666,"a mobile phone displayed on a stand, featuring a vibrant screen displaying music controls, with a branded box in the background."
103667,"the image shows a digital watch displaying the time as 9 : 26, with a colorful strap."
103668,"the image features a page from a book titled "" the broadcasting, "" discussing the spread from september 26 to october 27, 1937."
